City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
518,Presidencia Roque Saenz Pena,AR,2022-01-29 21:22:53,-26.7852,-60.4388,97.34,15,0,7.29,clear sky
519,Pechory,RU,2022-01-29 21:22:53,57.8164,27.6119,26.06,93,100,20.74,snow
520,Buraydah,SA,2022-01-29 21:22:54,26.326,43.975,52.25,35,0,17.45,clear sky
521,Sinnamary,GF,2022-01-29 21:22:54,5.3833,-52.95,78.8,79,81,7.74,broken clouds
522,Saint Simons,US,2022-01-29 21:18:19,31.1352,-81.3901,48.07,29,0,12.66,clear sky
523,Seymchan,RU,2022-01-29 21:22:54,62.8833,152.4333,-8.19,98,100,5.57,light snow
524,Bojnurd,IR,2022-01-29 21:22:55,37.4747,57.329,26.55,93,0,2.3,clear sky
525,Rocha,UY,2022-01-29 21:22:55,-34.4833,-54.3333,74.93,59,8,12.17,clear sky
526,Chulman,RU,2022-01-29 21:22:55,56.8479,124.9104,-9.02,96,100,8.55,overcast clouds
527,Trincomalee,LK,2022-01-29 21:22:56,8.5711,81.2335,79.02,82,21,5.75,few clouds
528,Rincon,US,2022-01-29 21:22:56,32.296,-81.2354,46.58,26,20,17.27,few clouds
529,Manzhouli,CN,2022-01-29 21:22:56,49.6,117.4333,-12.35,95,13,5.12,few clouds
530,Bushehr,IR,2022-01-29 21:22:57,28.9684,50.8385,57.29,47,20,16.11,few clouds
531,Dunedin,NZ,2022-01-29 21:18:56,-45.8742,170.5036,59.2,79,100,4.27,light rain
532,Leshukonskoye,RU,2022-01-29 21:22:57,64.8989,45.7622,13.01,94,100,7.05,overcast clouds
533,Belmonte,BR,2022-01-29 21:22:57,-15.8631,-38.8828,81.1,79,16,10.2,few clouds
534,San Vicente,AR,2022-01-29 21:22:58,-26.6167,-54.1333,69.33,76,93,6.06,overcast clouds
535,Chokurdakh,RU,2022-01-29 21:22:58,70.6333,147.9167,-13.09,88,100,1.61,overcast clouds
536,Klaksvik,FO,2022-01-29 21:22:58,62.2266,-6.589,34.72,63,60,28.54,broken clouds
537,Karasuyama,JP,2022-01-29 21:22:58,36.65,140.15,34.05,59,66,7.58,broken clouds
538,Vangaindrano,MG,2022-01-29 21:22:59,-23.35,47.6,74.86,80,53,4.68,broken clouds
539,Mokrousovo,RU,2022-01-29 21:22:59,55.8103,66.7653,7.93,92,100,5.68,overcast clouds
540,Dapitan,PH,2022-01-29 21:22:59,8.6464,123.4208,78.04,83,61,1.77,broken clouds
541,Seybaplaya,MX,2022-01-29 21:24:00,19.65,-90.6667,72.86,55,74,16.44,broken clouds
542,Borovichi,RU,2022-01-29 21:24:00,58.3878,33.9155,18.48,92,100,9.75,light snow
543,Opuwo,NA,2022-01-29 21:24:00,-18.0607,13.84,70.88,41,100,5.59,overcast clouds
544,Ariquemes,BR,2022-01-29 21:24:01,-9.9133,-63.0408,73.87,98,100,3.76,light rain
545,Eyl,SO,2022-01-29 21:24:01,7.9803,49.8164,74.86,68,74,21.0,broken clouds
546,Marystown,CA,2022-01-29 21:24:01,47.1666,-55.1483,37.85,100,100,15.01,overcast clouds
547,Yumen,CN,2022-01-29 21:24:02,40.2833,97.2,13.66,62,0,5.59,clear sky
548,Tilichiki,RU,2022-01-29 21:24:02,60.4667,166.1,18.82,71,100,14.54,overcast clouds
549,Icatu,BR,2022-01-29 21:24:02,-2.7758,-44.0658,75.63,91,100,4.47,heavy intensity rain
550,Fushun,CN,2022-01-29 21:24:03,41.8558,123.9233,1.11,63,0,4.18,clear sky
551,San Francisco,US,2022-01-29 21:19:18,37.7749,-122.4194,66.67,52,75,5.01,broken clouds
552,Seddon,AU,2022-01-29 21:24:03,-37.8068,144.8916,70.72,88,100,1.01,overcast clouds
553,Daru,PG,2022-01-29 21:24:03,-9.0763,143.2092,78.44,85,100,10.76,heavy intensity rain
554,Kaura Namoda,NG,2022-01-29 21:24:04,12.5898,6.5779,68.65,14,59,10.67,broken clouds
555,Kahului,US,2022-01-29 21:24:04,20.8947,-156.47,80.62,52,40,16.11,scattered clouds
556,Poya,NC,2022-01-29 21:19:47,-21.35,165.15,81.46,81,66,6.73,broken clouds
557,Timbiqui,CO,2022-01-29 21:24:04,2.7717,-77.6654,74.89,93,99,4.81,light rain
558,Gimli,CA,2022-01-29 21:24:05,50.6336,-96.9907,12.13,72,99,11.5,overcast clouds
559,Camacha,PT,2022-01-29 21:21:43,33.0833,-16.3333,61.56,82,40,10.36,scattered clouds
560,San Cristobal,VE,2022-01-29 21:24:05,7.7669,-72.225,78.98,43,9,7.54,clear sky
561,Polunochnoye,RU,2022-01-29 21:24:05,60.8697,60.4153,5.7,97,100,2.62,overcast clouds
562,Farim,GW,2022-01-29 21:24:06,12.4839,-15.2217,82.69,15,98,5.95,overcast clouds
563,Damghan,IR,2022-01-29 21:24:06,36.1683,54.348,34.56,51,0,2.98,clear sky
564,Tieli,CN,2022-01-29 21:24:06,46.95,128.05,-7.78,100,99,2.71,overcast clouds
565,Kapit,MY,2022-01-29 21:24:07,2.0167,112.9333,72.88,99,100,0.36,overcast clouds
566,La Ronge,CA,2022-01-29 21:24:07,55.1001,-105.2842,8.85,66,75,3.44,broken clouds
567,Santiago Del Estero,AR,2022-01-29 21:24:07,-27.7951,-64.2615,89.56,24,0,4.54,clear sky
568,Teknaf,BD,2022-01-29 21:24:08,20.8624,92.3058,55.54,75,0,9.53,clear sky
569,Kawalu,ID,2022-01-29 21:24:08,-7.3817,108.2082,72.84,96,100,1.48,overcast clouds
570,Torbay,CA,2022-01-29 21:24:08,47.6666,-52.7314,33.58,92,100,21.85,overcast clouds
571,Nishihara,JP,2022-01-29 21:24:09,26.1842,127.7558,61.88,88,75,10.36,broken clouds
572,Perth,AU,2022-01-29 21:19:50,-31.9333,115.8333,73.04,79,0,2.3,clear sky
573,Esil,KZ,2022-01-29 21:24:09,51.9556,66.4042,18.39,96,100,7.09,overcast clouds
574,Kerman,IR,2022-01-29 21:24:09,30.2832,57.0788,49.86,27,0,9.22,clear sky
575,Mandalgovi,MN,2022-01-29 21:24:10,45.7625,106.2708,-0.72,90,100,17.11,overcast clouds
576,Hammerfest,NO,2022-01-29 21:21:23,70.6634,23.6821,18.05,100,40,0.0,scattered clouds
577,Mirnyy,RU,2022-01-29 21:24:10,62.5353,113.9611,-15.77,75,38,11.01,scattered clouds
578,Ahipara,NZ,2022-01-29 21:24:10,-35.1667,173.1667,68.52,63,65,8.95,broken clouds
579,Yinchuan,CN,2022-01-29 21:24:11,38.4681,106.2731,25.41,47,42,3.85,scattered clouds
580,Tuatapere,NZ,2022-01-29 21:24:11,-46.1333,167.6833,57.9,93,100,5.01,overcast clouds
581,York,US,2022-01-29 21:24:11,40.1254,-77.0,23.79,32,44,18.72,scattered clouds
582,Steinfurt,DE,2022-01-29 21:24:11,52.1505,7.3366,49.08,80,99,23.62,overcast clouds
583,Cockburn Town,TC,2022-01-29 21:20:02,21.4612,-71.1419,78.03,70,0,7.99,clear sky
584,Lethem,GY,2022-01-29 21:24:12,3.3803,-59.7968,91.44,36,86,12.93,overcast clouds
585,Lermontovka,RU,2022-01-29 21:24:12,47.1453,134.3383,-22.27,99,28,3.49,scattered clouds
586,Esna,EG,2022-01-29 21:24:12,25.2934,32.554,51.55,46,1,8.88,clear sky
587,Paragominas,BR,2022-01-29 21:20:33,-2.9667,-47.4833,73.29,97,100,3.29,overcast clouds
588,Half Moon Bay,US,2022-01-29 21:24:13,37.4636,-122.4286,66.97,52,0,1.99,clear sky
589,Ladario,BR,2022-01-29 21:25:13,-19.0047,-57.6017,79.09,94,75,2.3,broken clouds
590,Garoua,CM,2022-01-29 21:25:13,9.3,13.4,72.0,23,0,3.44,clear sky
591,Lincoln,US,2022-01-29 21:22:38,40.8,-96.667,62.01,30,0,5.99,clear sky
592,Parabel,RU,2022-01-29 21:25:14,58.6978,81.4825,-6.88,100,99,3.87,overcast clouds
593,Joshimath,IN,2022-01-29 21:25:14,30.5667,79.5667,36.39,46,4,8.19,clear sky
594,Zlatoust,RU,2022-01-29 21:25:14,55.1711,59.6508,-0.9,97,57,1.16,broken clouds
595,Petatlan,MX,2022-01-29 21:25:15,17.5167,-101.2667,87.6,50,1,6.51,clear sky
596,Bogorodskoye,RU,2022-01-29 21:25:15,56.55,37.8833,10.08,98,98,3.18,overcast clouds
597,Seoul,KR,2022-01-29 21:25:15,37.5683,126.9778,20.64,76,0,1.14,clear sky
598,De-Kastri,RU,2022-01-29 21:25:16,51.4667,140.7833,-17.28,99,86,6.06,overcast clouds
599,Trinidad,BO,2022-01-29 21:25:16,-14.8333,-64.9,85.98,62,75,9.22,broken clouds
600,Krasyliv,UA,2022-01-29 21:25:16,49.6519,26.9725,24.6,82,99,14.16,overcast clouds
601,Collie,AU,2022-01-29 21:25:17,-33.3667,116.15,62.98,94,1,5.21,clear sky
602,Ketchikan,US,2022-01-29 21:25:17,55.3422,-131.6461,42.78,93,99,7.9,light rain
603,Sayyan,YE,2022-01-29 21:25:17,15.1718,44.3244,52.29,48,7,1.63,clear sky
604,Magadan,RU,2022-01-29 21:25:18,59.5667,150.8,13.19,78,100,12.28,overcast clouds
605,Puri,IN,2022-01-29 21:25:18,19.8,85.85,55.92,41,36,4.92,scattered clouds
606,Tongchuan,CN,2022-01-29 21:25:18,35.0806,109.0897,23.72,85,43,2.71,scattered clouds
607,Balakovo,RU,2022-01-29 21:25:18,52.0278,47.8007,29.75,98,100,6.58,snow
608,Knyaze-Volkonskoye,RU,2022-01-29 21:25:19,48.4642,135.4567,-19.86,100,65,3.62,broken clouds
609,San Jeronimo,PE,2022-01-29 21:25:19,-11.9472,-75.2829,54.25,84,99,6.98,light rain
610,Mezokeresztes,HU,2022-01-29 21:25:19,47.8333,20.7,34.57,97,100,16.87,light snow
611,Westport,US,2022-01-29 21:25:20,41.1415,-73.3579,19.74,65,100,10.0,overcast clouds
612,Yeppoon,AU,2022-01-29 21:25:20,-23.1333,150.7333,74.98,82,99,14.74,overcast clouds
613,Acajutla,SV,2022-01-29 21:25:20,13.5928,-89.8275,88.81,54,28,9.19,scattered clouds
614,Duldurga,RU,2022-01-29 21:25:21,50.6761,113.5931,-12.87,97,19,4.27,few clouds
615,Beaverlodge,CA,2022-01-29 21:25:21,55.2166,-119.4361,29.55,86,100,4.79,light snow
616,Vila Nova De Milfontes,PT,2022-01-29 21:25:21,37.7238,-8.7828,59.25,55,26,6.33,scattered clouds
617,Sistranda,NO,2022-01-29 21:25:21,63.7256,8.834,37.9,63,80,18.57,light rain
618,Santa Maria,BR,2022-01-29 21:25:22,-29.6842,-53.8069,79.9,44,20,14.97,few clouds
619,Mariinskiy Posad,RU,2022-01-29 21:25:22,56.115,47.718,7.74,96,100,6.4,light snow
620,Cherskiy,RU,2022-01-29 21:25:22,68.75,161.3,-29.11,100,43,1.95,scattered clouds
621,Colares,PT,2022-01-29 21:25:23,38.7992,-9.4469,59.9,40,9,5.01,clear sky
622,Okha,RU,2022-01-29 21:25:23,53.5739,142.9478,-15.23,95,87,8.61,overcast clouds
623,Pundaguitan,PH,2022-01-29 21:25:23,6.3711,126.1689,80.1,77,78,3.89,broken clouds
624,Kupang,ID,2022-01-29 21:23:06,-10.1667,123.5833,79.38,89,20,8.05,few clouds
625,Mwinilunga,ZM,2022-01-29 21:25:24,-11.7358,24.4293,63.03,98,100,3.78,light rain
626,Jian,CN,2022-01-29 21:25:24,27.1172,114.9793,37.8,90,100,6.42,overcast clouds
627,Parit Buntar,MY,2022-01-29 21:25:24,5.1267,100.4932,81.95,89,72,3.74,broken clouds
628,Morehead,US,2022-01-29 21:20:31,37.2711,-87.1764,35.15,53,40,1.01,scattered clouds
629,Vanino,RU,2022-01-29 21:25:25,49.0869,140.2543,-8.79,78,16,6.51,few clouds
630,Pyay,MM,2022-01-29 21:25:25,18.8167,95.2167,56.5,46,21,2.95,few clouds
631,Porbandar,IN,2022-01-29 21:25:25,21.6422,69.6093,65.73,53,0,8.81,clear sky
632,Jardim,BR,2022-01-29 21:21:31,-21.4803,-56.1381,88.14,49,57,2.3,broken clouds
633,Bowen,AU,2022-01-29 21:25:26,-20.0167,148.2333,75.42,79,8,9.98,clear sky
634,Turukhansk,RU,2022-01-29 21:25:26,65.8167,87.9833,2.05,95,100,10.02,overcast clouds
635,Ponta Delgada,PT,2022-01-29 21:25:26,37.7333,-25.6667,58.5,77,20,8.05,few clouds
636,Ilebo,CD,2022-01-29 21:26:27,-4.3167,20.5833,72.39,81,100,0.81,overcast clouds
637,Pindushi,RU,2022-01-29 21:26:27,62.9152,34.58,12.92,95,100,9.91,overcast clouds
638,Guerrero Negro,MX,2022-01-29 21:26:25,27.9769,-114.0611,71.19,29,8,12.35,clear sky
639,Vanderhoof,CA,2022-01-29 21:26:27,54.0166,-124.0198,33.03,87,100,2.93,overcast clouds
640,Assisi,IT,2022-01-29 21:26:28,43.0691,12.6165,40.75,59,30,3.0,scattered clouds
641,Zharkent,KZ,2022-01-29 21:26:28,44.1628,80.0,25.88,56,100,1.05,overcast clouds
642,Mayumba,GA,2022-01-29 21:26:28,-3.432,10.6554,77.54,90,72,3.2,broken clouds
643,Arkhipo-Osipovka,RU,2022-01-29 21:26:29,44.37,38.52,41.09,78,43,15.08,scattered clouds
644,Mae Sai,TH,2022-01-29 21:26:29,20.4335,99.8762,56.89,61,0,2.59,clear sky
645,Ca Mau,VN,2022-01-29 21:26:29,9.1769,105.15,73.49,86,45,2.28,scattered clouds
646,Bilibino,RU,2022-01-29 21:26:30,68.0546,166.4372,-4.36,87,100,2.8,overcast clouds
647,Yaan,NG,2022-01-29 21:26:30,7.3833,8.5667,80.96,15,70,7.2,broken clouds
648,Lixourion,GR,2022-01-29 21:26:30,38.2019,20.4314,47.5,65,14,16.24,few clouds
649,Chingirlau,KZ,2022-01-29 21:26:31,51.095,54.0814,12.54,96,100,6.51,snow
650,Sosnovo-Ozerskoye,RU,2022-01-29 21:26:31,52.5249,111.5418,-27.36,100,92,2.06,overcast clouds
651,Dauriya,RU,2022-01-29 21:26:31,49.9333,116.8667,-20.61,99,32,1.28,scattered clouds
652,Dong Hoi,VN,2022-01-29 21:26:32,17.4833,106.6,71.13,94,98,6.46,overcast clouds
653,Ambovombe,MG,2022-01-29 21:26:32,-25.1667,46.0833,72.36,87,4,10.4,clear sky
654,Miandrivazo,MG,2022-01-29 21:26:32,-19.5167,45.4667,78.67,72,0,2.04,clear sky
655,Odlabari,IN,2022-01-29 21:26:32,26.8333,88.6167,54.37,66,14,2.93,few clouds
656,Karratha,AU,2022-01-29 21:26:33,-20.7377,116.8463,80.83,62,75,14.7,broken clouds
657,Tonder,DK,2022-01-29 21:26:33,54.9331,8.8667,44.6,81,86,13.0,overcast clouds
658,Balkanabat,TM,2022-01-29 21:25:31,39.5108,54.3671,41.5,61,6,5.06,clear sky
659,Alipur,PK,2022-01-29 21:26:33,29.3846,70.9116,56.52,30,48,6.69,scattered clouds
660,Benjamin Constant,BR,2022-01-29 21:26:34,-4.3831,-70.0311,91.53,55,20,5.75,few clouds
661,Wagar,SD,2022-01-29 21:26:34,16.1525,36.2032,67.51,58,6,15.03,clear sky
662,Vigrestad,NO,2022-01-29 21:26:34,58.5667,5.7,42.58,73,72,46.75,broken clouds
663,Ponnani,IN,2022-01-29 21:26:35,10.767,75.9252,79.92,72,40,3.53,scattered clouds
664,Jackson,US,2022-01-29 21:23:44,42.4165,-122.8345,61.84,41,0,0.0,clear sky
665,Morden,CA,2022-01-29 21:26:35,49.1919,-98.1014,19.78,73,100,16.11,overcast clouds
666,Atbasar,KZ,2022-01-29 21:26:35,51.8,68.3333,11.12,96,97,4.81,overcast clouds
667,Bom Jesus,BR,2022-01-29 21:26:36,-9.0744,-44.3586,74.48,86,75,4.61,broken clouds
668,Jasper,US,2022-01-29 21:26:36,37.2001,-94.3502,58.95,27,0,7.0,clear sky
669,Thunder Bay,CA,2022-01-29 21:26:36,48.4001,-89.3168,18.55,85,100,2.3,overcast clouds
670,Sandwick,GB,2022-01-29 21:26:37,60.0,-1.25,39.02,65,100,29.93,overcast clouds
671,Baruun-Urt,MN,2022-01-29 21:26:37,46.6806,113.2792,-8.36,88,16,2.33,few clouds
672,Zielona Gora,PL,2022-01-29 21:26:37,51.9355,15.5064,46.17,42,100,26.98,overcast clouds
673,Zarubino,RU,2022-01-29 21:26:37,42.63,131.0922,15.26,62,2,14.54,clear sky
674,Newark,US,2022-01-29 21:22:10,40.7357,-74.1724,20.91,62,100,3.0,overcast clouds
675,Ochakiv,UA,2022-01-29 21:26:38,46.6128,31.5498,24.94,75,40,12.01,scattered clouds
676,Rio Gallegos,AR,2022-01-29 21:26:38,-51.6226,-69.2181,48.25,93,100,20.71,light rain
677,Takoradi,GH,2022-01-29 21:26:38,4.8845,-1.7554,80.04,85,12,5.86,few clouds
678,Porto Nacional,BR,2022-01-29 21:26:39,-10.7081,-48.4172,82.4,91,99,3.89,overcast clouds
679,Shimanovsk,RU,2022-01-29 21:26:39,52.0,127.7,-4.97,90,21,7.7,few clouds
680,Krasnoborsk,RU,2022-01-29 21:26:39,61.5598,45.934,17.19,94,100,6.04,overcast clouds
681,Upington,ZA,2022-01-29 21:26:40,-28.4478,21.2561,84.58,32,99,9.22,overcast clouds
682,Pampa,US,2022-01-29 21:23:59,35.5362,-100.9599,66.34,14,0,8.05,clear sky
683,Presque Isle,US,2022-01-29 21:27:40,46.6811,-68.0159,4.03,81,100,5.99,heavy snow
684,Lingsugur,IN,2022-01-29 21:27:40,16.1667,76.5167,67.68,35,3,4.5,clear sky
685,Unterageri,CH,2022-01-29 21:27:41,47.1364,8.5853,41.43,79,33,5.06,scattered clouds
686,Fallon,US,2022-01-29 21:27:41,39.4735,-118.7774,46.27,31,40,3.44,scattered clouds
687,Bukachacha,RU,2022-01-29 21:27:41,52.9833,116.9167,-13.2,96,5,4.09,clear sky
688,Vila,PT,2022-01-29 21:27:42,42.0304,-8.1588,41.88,43,5,4.56,clear sky
689,Bairiki,KI,2022-01-29 21:25:51,1.3292,172.9752,84.2,79,20,9.22,light rain
690,Kulhudhuffushi,MV,2022-01-29 21:27:42,6.6221,73.07,81.82,76,70,18.97,broken clouds
691,Oranjemund,NA,2022-01-29 21:27:42,-28.55,16.4333,65.75,85,79,12.86,broken clouds
692,Bulawayo,ZW,2022-01-29 21:27:43,-20.15,28.5833,64.94,92,94,15.66,overcast clouds
693,Ayer Tawar,MY,2022-01-29 21:27:43,4.2954,100.7548,77.29,94,20,0.0,few clouds
694,Kedrovyy,RU,2022-01-29 21:27:43,56.1667,91.8167,-12.14,98,44,3.71,scattered clouds
695,Rawlins,US,2022-01-29 21:27:43,41.7911,-107.2387,41.22,22,0,14.65,clear sky
696,Port Augusta,AU,2022-01-29 21:27:44,-32.5,137.7667,76.71,53,73,8.03,broken clouds
697,Doaba,PK,2022-01-29 21:27:44,33.4244,70.7364,47.08,48,1,3.22,clear sky
698,Tessalit,ML,2022-01-29 21:25:26,20.1986,1.0114,69.21,14,72,12.71,broken clouds
699,Xichang,CN,2022-01-29 21:27:44,27.8964,102.2634,35.98,76,0,2.01,clear sky
700,Saint Anthony,US,2022-01-29 21:27:45,45.0205,-93.218,28.94,61,0,5.01,clear sky
701,Finnsnes,NO,2022-01-29 21:27:45,69.2296,17.9811,22.96,86,94,5.84,overcast clouds
